name,rank,net_worth,age,gender,country,state,city,category,self_made,title,source,position_change,cpi_country,cpi_change_country,gdp_country,gdp_change_country,gross_primary_enrlmt_country,gross_tertiary_enrlmt_country,life_expectancy_country,population_country,unemployment_rate_country,latitude_country,longitude_country
Fernando Chico Pardo,1164,2600,71,M,Mexico,NA,Mexico City,Service,TRUE,NA,Airport management,U,166.8903693,12.213697200000013,1464310000000,147740000000,102.0047836,102.0047836,74.832,128613117,3.256,23.634501,-102.552784
Ray Davis,1164,2600,81,M,United States,Texas,Dallas,Energy,TRUE,NA,Pipelines,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Maria Del Pino,1164,2600,67,F,Spain,NA,Madrid,Construction & Engineering,FALSE,NA,Construction,U,123.5917283,9.567306200000004,1446500000000,-14740000000,102.4459915,102.4459915,83.08292683,47759127,12.917,40.463667,-3.74922
Deng Weiming & family,1164,2600,54,M,China,NA,Changsha,Manufacturing,TRUE,NA,Battery components,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
"John Dorrance, III.",1164,2600,79,M,Ireland,NA,Dublin,Food & Beverage,FALSE,NA,Campbell Soup,D,117.21087,8.510638299999997,548570000000,17263000000,99.61994171,99.61994171,83.05609756,5165700,4.501,53.41291,-8.24389
Carl Douglas,1164,2600,61,M,Sweden,NA,Stockholm,Diversified,FALSE,NA,Investments,D,122.9571834,9.495904600000003,579896000000,-57291000000,116.4253922,116.4253922,83.1097561,10486941,7.392,60.128161,18.643501
Eric Douglas,1164,2600,54,M,Sweden,NA,Stockholm,Diversified,FALSE,NA,Investments,D,122.9571834,9.495904600000003,579896000000,-57291000000,116.4253922,116.4253922,83.1097561,10486941,7.392,60.128161,18.643501
Fiona Geminder,1164,2600,58,F,Australia,NA,Melbourne,Manufacturing,FALSE,NA,Manufacturing,D,132.4661811,8.194588999999993,1690860000000,134120000000,99.13298798,99.13298798,83.2,26014399,3.728,-25.274398,133.775136
Stewart Horejsi & family,1164,2600,85,M,United States,Arizona,Phoenix,Finance & Investments,TRUE,NA,Berkshire Hathaway,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Hou Juncheng,1164,2600,58,M,China,NA,Hangzhou,Healthcare,TRUE,NA,Cosmetics,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Zhenda Huang & family,1164,2600,75,M,China,NA,Shantou,Construction & Engineering,TRUE,NA,Construction,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Dmitry Kamenshchik,1164,2600,54,M,Russia,NA,Moscow,Service,TRUE,NA,Airport,U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Alicia Koplowitz,1164,2600,69,F,Spain,NA,Madrid,Finance & Investments,FALSE,NA,"Construction, investments",D,123.5917283,9.567306200000004,1446500000000,-14740000000,102.4459915,102.4459915,83.08292683,47759127,12.917,40.463667,-3.74922
Adam Kwok,1164,2600,40,M,Hong Kong,NA,Hong Kong,Real Estate,FALSE,NA,Real estate,U,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
Henry Laufer,1164,2600,77,M,United States,Florida,Lake Worth,Finance & Investments,TRUE,Investor,Hedge funds,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Louis Le Duff,1164,2600,76,M,France,NA,Paris,Food & Beverage,TRUE,NA,Bakeries,U,118.2582836,5.869362499999994,2796300000000,-170130000000,102.7205811,102.7205811,82.22926829,68065015,7.308,46.227638,2.213749
Mark Leonard & family,1164,2600,66,M,Canada,NA,Toronto,Technology,TRUE,NA,Software,U,129.8583286,8.271322299999994,2161480000000,154010000000,96.01157379,96.01157379,81.29560976,38939056,5.279,56.130366,-106.346771
Li Guoqiang,1164,2600,59,M,China,NA,Beijing,Automotive,TRUE,NA,Auto dealerships,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Li Yongxin,1164,2600,47,M,China,NA,Beijing,Service,TRUE,NA,Education,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Peter Lim,1164,2600,69,M,Singapore,NA,Singapore,Finance & Investments,TRUE,NA,Investments,U,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Lu Weiding,1164,2600,52,M,China,NA,Hangzhou,Diversified,FALSE,NA,Diversified,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Sergio Mantegazza,1164,2600,95,M,Switzerland,NA,Lugano,Service,TRUE,NA,Travel,D,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
Hans Melchers,1164,2600,84,M,Netherlands,NA,Vorden,Finance & Investments,TRUE,NA,"Chemicals, investments",D,132.5775428,12.053827300000009,1046540000000,-7930000000,104.2154465,104.2154465,81.71463415,17700982,3.526,52.132633,5.291266
C. Dean Metropoulos,1164,2600,76,M,United States,Florida,Palm Beach,Food & Beverage,TRUE,NA,Investments,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Hans Georg Naeder,1164,2600,61,M,Germany,NA,Duderstadt,Manufacturing,FALSE,NA,Prosthetics,E,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Falguni Nayar,1164,2600,60,F,India,NA,Mumbai,Fashion & Retail,TRUE,Founder & CEO,Retailing,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
James Packer,1164,2600,55,M,United States,California,Los Angeles,Finance & Investments,FALSE,NA,Investments,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Alexander Ponomarenko,1164,2600,58,M,Russia,NA,Moscow,Logistics,TRUE,NA,"Real estate, airport",U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Nicholas Pritzker,1164,2600,79,M,United States,California,Nicasio,Finance & Investments,FALSE,NA,"Hotels, investments",D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Alejandro Santo Domingo,1164,2600,46,M,United States,New York,New York,Food & Beverage,FALSE,NA,Beer,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Steven Sarowitz,1164,2600,57,M,United States,Illinois,Highland Park,Technology,TRUE,NA,Payroll software,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Maria-Elisabeth Schaeffler-Thumann,1164,2600,81,F,Germany,NA,Herzogenaurach,Automotive,FALSE,NA,Auto parts,U,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Leonard Schleifer,1164,2600,70,M,United States,New York,Tarrytown,Healthcare,TRUE,CEO and Founder,Pharmaceuticals,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Dieter Schnabel,1164,2600,77,M,Germany,NA,Hamburg,Manufacturing,FALSE,NA,Chemicals,U,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Michael S. Smith,1164,2600,67,M,United States,Florida,Miami Beach,Energy,TRUE,Investor,Liquefied natural gas,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Julia Thiele-Schuerhoff,1164,2600,51,F,Germany,NA,Munich,Manufacturing,FALSE,NA,"Brakes, investments",D,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
John Tyson & family,1164,2600,69,M,United States,Arkansas,Springdale,Food & Beverage,FALSE,NA,Food processing,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Anna Katharina Viessmann,1164,2600,NA,F,Germany,NA,Battenberg,Manufacturing,FALSE,NA,Heating and cooling equipment,D,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Jurgen Wirtgen,1164,2600,57,M,NA,NA,NA,Construction & Engineering,FALSE,NA,Construction Vehicles,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefan Wirtgen,1164,2600,52,M,NA,NA,NA,Construction & Engineering,FALSE,NA,Construction Vehicles,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhao Lixin,1164,2600,57,M,China,NA,Shanghai,Technology,TRUE,NA,Electronics,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Hongyi Zhou,1164,2600,52,M,China,NA,Beijing,Technology,TRUE,NA,Security software,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
S. Daniel Abraham,1217,2500,98,M,United States,Florida,Palm Beach,Food & Beverage,TRUE,Chairman,Slim-Fast,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Bill Alfond,1217,2500,74,M,United States,Massachusetts,Boston,Fashion & Retail,FALSE,NA,Shoes,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Susan Alfond,1217,2500,77,F,United States,Maine,Scarborough,Fashion & Retail,FALSE,NA,Shoes,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Ted Alfond,1217,2500,78,M,United States,Massachusetts,Weston,Fashion & Retail,FALSE,NA,Shoes,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Riley Bechtel & family,1217,2500,71,M,United States,California,San Francisco,Construction & Engineering,FALSE,former Chairman and CEO,"Engineering, construction",D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Thor Bjorgolfsson,1217,2500,56,M,United Kingdom,NA,London,Diversified,TRUE,NA,Investments,E,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Charles Bronfman,1217,2500,91,M,United States,Florida,Palm Beach,Food & Beverage,FALSE,NA,Liquor,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Vivek Chand Burman,1217,2500,85,M,India,NA,Delhi,Food & Beverage,FALSE,NA,Consumer goods,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Herb Chambers,1217,2500,81,M,United States,Massachusetts,Boston,Automotive,TRUE,NA,Car dealerships,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Cheng Yixiao,1217,2500,39,M,China,NA,Beijing,Media & Entertainment,TRUE,NA,Video streaming app,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Andrew Cherng,1217,2500,75,M,United States,Nevada,Las Vegas,Food & Beverage,TRUE,NA,Fast food,Split Family Fortune,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Peggy Cherng,1217,2500,75,F,United States,Nevada,Las Vegas,Food & Beverage,TRUE,NA,Fast food,Split Family Fortune,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Leon G. Cooperman,1217,2500,79,M,United States,Florida,Boca Raton,Finance & Investments,TRUE,Founder,Hedge funds,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Yadu Hari Dalmia & family,1217,2500,75,M,India,NA,Delhi,Manufacturing,FALSE,NA,Cement,U,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Henry Davis,1217,2500,72,M,United States,Nebraska,Omaha,Food & Beverage,FALSE,NA,Beef processing,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Oleg Deripaska,1217,2500,55,M,Russia,NA,Moscow,Metals & Mining,TRUE,NA,"Aluminum, utilities",U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Sergey Dmitriev,1217,2500,57,M,Cyprus,NA,Paralimni,Technology,TRUE,NA,Software,D,113.1085615,8.760521899999986,30976176887,603302567,97.00164032,97.00164032,81.889,1331370,6.806,35.126413,33.429859
Joseph Edelman,1217,2500,67,M,United States,New York,New York,Finance & Investments,TRUE,Founder & CEO,Hedge funds,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Sandeep Engineer,1217,2500,61,M,India,NA,Ahmedabad,Manufacturing,TRUE,NA,Plastic pipes,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Alceu Elias Feldmann & family,1217,2500,73,M,Brazil,NA,Curitiba,Energy,TRUE,NA,Fertilizer,D,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
Serge Godin,1217,2500,73,M,Canada,NA,Westmount,Technology,TRUE,Chairman and CEO,Information technology,U,129.8583286,8.271322299999994,2161480000000,154010000000,96.01157379,96.01157379,81.29560976,38939056,5.279,56.130366,-106.346771
Alec Gores,1217,2500,70,M,United States,California,Beverly Hills,Finance & Investments,TRUE,NA,Private equity,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Bill Haslam,1217,2500,64,M,United States,Tennessee,Knoxville,Fashion & Retail,FALSE,NA,Gas stations,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
J. Tomilson Hill,1217,2500,74,M,United States,New York,New York,Finance & Investments,TRUE,NA,Investments,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Jay-Z,1217,2500,53,M,United States,New York,New York,Media & Entertainment,TRUE,NA,Music,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Baba Kalyani,1217,2500,74,M,India,NA,Pune,Automotive,FALSE,NA,Engineering,E,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Saban Cemil Kazanci,1217,2500,62,M,Turkey,NA,Istanbul,Energy,FALSE,NA,Energy,R,542.4388079,227.63266070000003,907118000000,87253000000,102.4877014,102.4877014,78.475,84979913,10.465,38.963745,35.243322
Brad Kelley,1217,2500,66,M,United States,Tennessee,Franklin,Real Estate,TRUE,NA,Tobacco,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Wolfgang Leitner,1217,2500,70,M,Austria,NA,Graz,Construction & Engineering,TRUE,NA,Engineering,U,133.5135657,10.51272209999999,471774000000,-8693000000,100.7756271,100.7756271,81.09268293,9041851,4.992,47.516231,14.550072
Li Hongxin & family,1217,2500,70,M,China,NA,Yanzhou,Manufacturing,TRUE,NA,Paper & related products,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Lin Chen-hai,1217,2500,76,M,Taiwan,NA,Taipei,Real Estate,TRUE,NA,Real estate,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69781,120.960515
Lu Yiwen,1217,2500,36,F,China,NA,Shenzhen,Fashion & Retail,TRUE,NA,Jewelry,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Prayudh Mahagitsiri,1217,2500,77,M,Thailand,NA,Bangkok,Food & Beverage,FALSE,NA,"Coffee, shipping",U,120.5986887,6.909368700000002,495645000000,-10611000000,105.1011071,105.1011071,79.68,71735329,0.94,15.870032,100.992541
Willy Michel,1217,2500,76,M,Switzerland,NA,Burgdorf,Healthcare,TRUE,NA,Medical devices,E,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
Lachhman Das Mittal,1217,2500,92,M,India,NA,Delhi,Automotive,FALSE,NA,Tractors,E,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Bobby Murphy,1217,2500,34,M,United States,California,Venice,Technology,TRUE,Cofounder,Snapchat,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Tomas Olivo Lopez,1217,2500,49,M,Spain,NA,Marbella,Real Estate,TRUE,NA,Shopping centers,U,123.5917283,9.567306200000004,1446500000000,-14740000000,102.4459915,102.4459915,83.08292683,47759127,12.917,40.463667,-3.74922
Eren Ozmen,1217,2500,64,F,United States,Nevada,Reno,Manufacturing,TRUE,NA,Aerospace,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
John Pritzker,1217,2500,69,M,United States,California,San Francisco,Finance & Investments,FALSE,NA,"Hotels, investments",D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Qiu Minxiu,1217,2500,77,F,China,NA,Shangyu,Technology,TRUE,NA,Semiconductors,E,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Ferit Faik Sahenk,1217,2500,59,M,Turkey,NA,Istanbul,Diversified,FALSE,NA,Diversified,U,542.4388079,227.63266070000003,907118000000,87253000000,102.4877014,102.4877014,78.475,84979913,10.465,38.963745,35.243322
Wenrong Shen,1217,2500,77,M,China,NA,Zhangjiagang,Metals & Mining,TRUE,NA,Steel production,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Yuzhu Shi,1217,2500,60,M,China,NA,Shanghai,Diversified,TRUE,NA,"Online games, investments",D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Jeff Sutton,1217,2500,63,M,United States,New York,New York,Real Estate,TRUE,NA,Real estate,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
"Henry Sy, Jr.",1217,2500,69,M,Philippines,NA,Manila,Diversified,FALSE,NA,Diversified,D,145.9658684,8.029494499999998,404353000000,10266000000,91.87155462,91.87155462,72.187,113964338,2.598,12.879721,121.774017
Andrew Tan,1217,2500,71,M,Philippines,NA,Manila,Diversified,TRUE,NA,Diversified,D,145.9658684,8.029494499999998,404353000000,10266000000,91.87155462,91.87155462,72.187,113964338,2.598,12.879721,121.774017
Arvind Tiku,1217,2500,53,M,Singapore,NA,Singapore,Energy,TRUE,NA,"Oil & gas, investments",U,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
